EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
04279;0427900000;0427999999;FREE;Métropole;08/01/2009
042800;0428000000;0428009999;IPDI;Métropole;02/09/2010
042801;0428010000;0428019999;DGLP;Métropole;01/10/2020
0428020;0428020000;0428020999;LEGO;Métropole;05/05/2011
0428021;0428021000;0428021999;LEGO;Métropole;05/05/2011
0428030;0428030000;0428030999;LEGO;Métropole;05/05/2011
042804;0428040000;0428049999;OVH;Métropole;19/05/2011
042805;0428050000;0428059999;RMII;Métropole;23/12/2014
042806;0428060000;0428069999;RMII;Métropole;23/12/2014
042807;0428070000;0428079999;RMII;Métropole;23/12/2014
042808;0428080000;0428089999;IPDI;Métropole;26/07/2011
042809;0428090000;0428099999;IPDI;Métropole;26/07/2011
042810;0428100000;0428109999;BJTP;Métropole;13/01/2011
042811;0428110000;0428119999;ODIG;Métropole;01/02/2019
042812;0428120000;0428129999;ODIG;Métropole;01/02/2019
0428130;0428130000;0428130999;LEGO;Métropole;06/12/2011
0428140;0428140000;0428140999;LEGO;Métropole;06/12/2011
0428150;0428150000;0428150999;LEGO;Métropole;06/12/2011
0428151;0428151000;0428151999;LEGO;Métropole;06/12/2011
0428160;0428160000;0428160999;LEGO;Métropole;06/12/2011
0428170;0428170000;0428170999;LEGO;Métropole;06/12/2011
0428180;0428180000;0428180999;LEGO;Métropole;06/12/2011
0428190;0428190000;0428190999;LEGO;Métropole;06/12/2011
0428200;0428200000;0428200999;LEGO;Métropole;06/12/2011
0428210;0428210000;0428210999;LEGO;Métropole;06/12/2011
0428220;0428220000;0428220999;LEGO;Métropole;06/12/2011
0428230;0428230000;0428230999;LEGO;Métropole;06/12/2011
0428231;0428231000;0428231999;LEGO;Métropole;06/12/2011
0428232;0428232000;0428232999;LEGO;Métropole;06/12/2011
042824;0428240000;0428249999;ODIG;Métropole;01/02/2019
042825;0428250000;0428259999;ODIG;Métropole;01/02/2019
042826;0428260000;0428269999;ODIG;Métropole;01/02/2019
042827;0428270000;0428279999;ADSL;Métropole;13/09/2021
042828;0428280000;0428289999;LIXT;Métropole;06/10/2025
042829;0428290000;0428299999;OVH;Métropole;23/10/2012
042830;0428300000;0428309999;OVH;Métropole;23/10/2012
042831;0428310000;0428319999;THEC;Métropole;23/10/2012
042832;0428320000;0428329999;FRTE;Métropole;01/07/2018
042833;0428330000;0428339999;FRTE;Métropole;01/07/2018
042834;0428340000;0428349999;FRTE;Métropole;01/07/2018
042835;0428350000;0428359999;OVH;Métropole;02/04/2013
042836;0428360000;0428369999;OVH;Métropole;02/04/2013
042837;0428370000;0428379999;OVH;Métropole;02/04/2013
042838;0428380000;0428389999;SEWA;Métropole;26/11/2013
042839;0428390000;0428399999;OVH;Métropole;10/12/2013
042840;0428400000;0428409999;OVH;Métropole;10/12/2013
042841;0428410000;0428419999;OVH;Métropole;10/12/2013
042842;0428420000;0428429999;OVH;Métropole;10/12/2013
0428430;0428430000;0428430999;OPEN;Métropole;28/12/2017
0428439;0428439000;0428439999;OPEN;Métropole;28/12/2017
042844;0428440000;0428449999;ALPL;Métropole;18/03/2014
042845;0428450000;0428459999;UPCF;Métropole;20/05/2014
042846;0428460000;0428469999;SFR0;Métropole;22/03/2018
042847;0428470000;0428479999;SFR0;Métropole;22/03/2018
042848;0428480000;0428489999;OVH;Métropole;29/07/2014
042849;0428490000;0428499999;OVH;Métropole;29/07/2014
042850;0428500000;0428509999;OVH;Métropole;29/07/2014
042851;0428510000;0428519999;OVH;Métropole;29/07/2014
042852;0428520000;0428529999;OVH;Métropole;29/07/2014
042853;0428530000;0428539999;OVH;Métropole;29/07/2014
042854;0428540000;0428549999;OVH;Métropole;29/07/2014
042855;0428550000;0428559999;OVH;Métropole;29/07/2014
042856;0428560000;0428569999;JAG;Métropole;09/09/2014
042857;0428570000;0428579999;JAG;Métropole;09/09/2014
042858;0428580000;0428589999;JAG;Métropole;09/09/2014
042859;0428590000;0428599999;JAG;Métropole;09/09/2014
0428600;0428600000;0428600999;RMII;Métropole;30/11/2023
0428602;0428602000;0428602999;RMII;Métropole;30/11/2023
0428605;0428605000;0428605999;RMII;Métropole;30/11/2023
0428606;0428606000;0428606999;RMII;Métropole;30/11/2023
0428607;0428607000;0428607999;RMII;Métropole;30/11/2023
0428610;0428610000;0428610999;RMII;Métropole;30/11/2023
0428611;0428611000;0428611999;RMII;Métropole;30/11/2023
0428612;0428612000;0428612999;RMII;Métropole;30/11/2023
0428613;0428613000;0428613999;RMII;Métropole;30/11/2023
0428616;0428616000;0428616999;RMII;Métropole;30/11/2023
0428617;0428617000;0428617999;RMII;Métropole;30/11/2023
0428618;0428618000;0428618999;RMII;Métropole;18/12/2025
0428619;0428619000;0428619999;RMII;Métropole;30/11/2023
042863;0428630000;0428639999;NWTI;Métropole;09/12/2014
0428640;0428640000;0428640999;OPEN;Métropole;10/02/2015
042865;0428650000;0428659999;TLON;Métropole;17/02/2015
042866;0428660000;0428669999;FRMT;Métropole;10/03/2015
042867;0428670000;0428679999;COLT;Métropole;01/01/2018
0428680;0428680000;0428680999;OPEN;Métropole;10/03/2015
0428690;0428690000;0428690999;RMII;Métropole;30/11/2023
0428691;0428691000;0428691999;RMII;Métropole;30/11/2023
0428692;0428692000;0428692999;RMII;Métropole;30/11/2023
0428693;0428693000;0428693999;RMII;Métropole;30/11/2023
0428694;0428694000;0428694999;RMII;Métropole;30/11/2023
0428695;0428695000;0428695999;RMII;Métropole;30/11/2023
0428696;0428696000;0428696999;RMII;Métropole;30/11/2023
0428697;0428697000;0428697999;RMII;Métropole;30/11/2023
0428698;0428698000;0428698999;RMII;Métropole;30/11/2023
042870;0428700000;0428709999;SVCM;Métropole;12/05/2015
0428710;0428710000;0428710999;OPEN;Métropole;02/06/2015
0428720;0428720000;0428720999;OPEN;Métropole;02/06/2015
0428730;0428730000;0428730999;OPEN;Métropole;02/06/2015
0428740;0428740000;0428740999;OPEN;Métropole;28/07/2015
042875;0428750000;0428759999;PAOP;Métropole;09/02/2017
042876;0428760000;0428769999;ALPL;Métropole;15/10/2015
042877;0428770000;0428779999;DIDW;Métropole;13/04/2017
042878;0428780000;0428789999;ALNI;Métropole;22/10/2015
0428790;0428790000;0428790999;OPEN;Métropole;04/02/2016
042880;0428800000;0428809999;GSCO;Métropole;18/02/2016
042881;0428810000;0428819999;ALNI;Métropole;04/02/2016
042882;0428820000;0428829999;PHON;Métropole;06/03/2012
042883;0428830000;0428839999;UPCF;Métropole;24/06/2014
042884;0428840000;0428849999;UPCF;Métropole;24/06/2014
042885;0428850000;0428859999;MWSP;Métropole;08/07/2014
042886;0428860000;0428869999;MWSP;Métropole;08/07/2014
042887;0428870000;0428879999;TOBJ;Métropole;09/09/2014
042888;0428880000;0428889999;MWSP;Métropole;27/05/2014
042889;0428890000;0428899999;SFR0;Métropole;23/09/2014
04289;0428900000;0428999999;RHOV;Métropole;22/10/2015
043000;0430000000;0430009999;COLT;Métropole;01/01/2018
043001;0430010000;0430019999;SFR0;Métropole;08/12/2011
043002;0430020000;0430029999;SFR0;Métropole;08/12/2011
043003;0430030000;0430039999;FREE;Métropole;08/01/2009
043004;0430040000;0430049999;FREE;Métropole;08/01/2009
043005;0430050000;0430059999;COMP;Métropole;20/12/2011
043006;0430060000;0430069999;COMP;Métropole;20/12/2011
043007;0430070000;0430079999;SFR0;Métropole;08/12/2011
043008;0430080000;0430089999;SFR0;Métropole;08/12/2011
043009;0430090000;0430099999;SFR0;Métropole;08/12/2011
043010;0430100000;0430109999;UPCF;Métropole;01/05/2014
043011;0430110000;0430119999;SFR0;Métropole;08/12/2011
043012;0430120000;0430129999;FREE;Métropole;08/01/2009
043013;0430130000;0430139999;FREE;Métropole;08/01/2009
043014;0430140000;0430149999;FREE;Métropole;08/01/2009
043015;0430150000;0430159999;FREE;Métropole;08/01/2009
043016;0430160000;0430169999;SFR0;Métropole;08/12/2011
043017;0430170000;0430179999;SFR0;Métropole;08/12/2011
043018;0430180000;0430189999;SFR0;Métropole;08/12/2011
043019;0430190000;0430199999;SFR0;Métropole;08/12/2011
04302;0430200000;0430299999;COLT;Métropole;01/01/2018
043030;0430300000;0430309999;COLT;Métropole;01/01/2018
043031;0430310000;0430319999;COLT;Métropole;01/01/2018
043032;0430320000;0430329999;COLT;Métropole;01/01/2018
043033;0430330000;0430339999;COLT;Métropole;01/01/2018
043034;0430340000;0430349999;SFR0;Métropole;08/12/2011
043035;0430350000;0430359999;SFR0;Métropole;08/12/2011
043036;0430360000;0430369999;SFR0;Métropole;08/12/2011
043037;0430370000;0430379999;SFR0;Métropole;08/12/2011
043038;0430380000;0430389999;SFR0;Métropole;08/12/2011
043039;0430390000;0430399999;SFR0;Métropole;08/12/2011
043040;0430400000;0430409999;SFR0;Métropole;08/12/2011
043041;0430410000;0430419999;SFR0;Métropole;08/12/2011
043042;0430420000;0430429999;SFR0;Métropole;08/12/2011
043043;0430430000;0430439999;SFR0;Métropole;08/12/2011
043044;0430440000;0430449999;SFR0;Métropole;08/12/2011
043045;0430450000;0430459999;SFR0;Métropole;08/12/2011
043046;0430460000;0430469999;UPCF;Métropole;01/05/2014
043047;0430470000;0430479999;COMP;Métropole;20/12/2011
043048;0430480000;0430489999;COMP;Métropole;20/12/2011
043049;0430490000;0430499999;COMP;Métropole;20/12/2011
043050;0430500000;0430509999;UPCF;Métropole;01/05/2014
043051;0430510000;0430519999;COMP;Métropole;20/12/2011
043052;0430520000;0430529999;COMP;Métropole;20/12/2011
043053;0430530000;0430539999;COMP;Métropole;20/12/2011
043054;0430540000;0430549999;FREE;Métropole;08/01/2009
0430550;0430550000;0430550999;COMP;Métropole;06/07/2006
0430560;0430560000;0430560999;COMP;Métropole;06/07/2006
0430568;0430568000;0430568999;COMP;Métropole;06/07/2006
0430570;0430570000;0430570999;COMP;Métropole;06/07/2006
0430571;0430571000;0430571999;COMP;Métropole;06/07/2006
0430580;0430580000;0430580999;COMP;Métropole;06/07/2006
0430590;0430590000;0430590999;COMP;Métropole;06/07/2006
043060;0430600000;0430609999;FREE;Métropole;08/01/2009
0430610;0430610000;0430610999;COMP;Métropole;06/07/2006
0430620;0430620000;0430620999;COMP;Métropole;13/07/2006
0430621;0430621000;0430621999;COMP;Métropole;13/07/2006
0430629;0430629000;0430629999;COMP;Métropole;13/07/2006
043063;0430630000;0430639999;COMP;Métropole;13/07/2006
043064;0430640000;0430649999;FREE;Métropole;08/01/2009
043065;0430650000;0430659999;SFR0;Métropole;08/12/2011
043066;0430660000;0430669999;COMP;Métropole;21/11/2006
043067;0430670000;0430679999;SFR0;Métropole;08/12/2011
043068;0430680000;0430689999;SFR0;Métropole;08/12/2011
043069;0430690000;0430699999;SFR0;Métropole;08/12/2011
043070;0430700000;0430709999;COMP;Métropole;21/11/2006
043071;0430710000;0430719999;SFR0;Métropole;08/12/2011
043072;0430720000;0430729999;SFR0;Métropole;08/12/2011
043073;0430730000;0430739999;SFR0;Métropole;08/12/2011
043074;0430740000;0430749999;SFR0;Métropole;08/12/2011
043075;0430750000;0430759999;SFR0;Métropole;08/12/2011
043076;0430760000;0430769999;SFR0;Métropole;08/12/2011
043077;0430770000;0430779999;SFR0;Métropole;08/12/2011
043078;0430780000;0430789999;SFR0;Métropole;08/12/2011
043079;0430790000;0430799999;SFR0;Métropole;08/12/2011
043080;0430800000;0430809999;UPCF;Métropole;03/03/2015
043081;0430810000;0430819999;SFR0;Métropole;08/12/2011
043082;0430820000;0430829999;SFR0;Métropole;08/12/2011
043083;0430830000;0430839999;SFR0;Métropole;08/12/2011
043084;0430840000;0430849999;COMP;Métropole;20/12/2011
043085;0430850000;0430859999;SFR0;Métropole;08/12/2011
043086;0430860000;0430869999;SFR0;Métropole;08/12/2011
043087;0430870000;0430879999;SFR0;Métropole;08/12/2011
043088;0430880000;0430889999;COMP;Métropole;21/11/2006
043089;0430890000;0430899999;SFR0;Métropole;08/12/2011
043090;0430900000;0430909999;COMP;Métropole;21/11/2006
043091;0430910000;0430919999;COMP;Métropole;17/01/2012
043092;0430920000;0430929999;COMP;Métropole;17/01/2012
043093;0430930000;0430939999;COMP;Métropole;17/01/2012
043094;0430940000;0430949999;COMP;Métropole;17/01/2012
043095;0430950000;0430959999;COMP;Métropole;17/01/2012
043096;0430960000;0430969999;PHON;Métropole;26/07/2007
043097;0430970000;0430979999;MCI;Métropole;01/01/2018
043098;0430980000;0430989999;MCI;Métropole;01/01/2018
043099;0430990000;0430999999;COMP;Métropole;21/11/2006
0432;0432000000;0432999999;FRTE;Métropole;01/01/2017
043400;0434000000;0434009999;SFR0;Métropole;08/12/2011
043401;0434010000;0434019999;SFR0;Métropole;08/12/2011
043402;0434020000;0434029999;SFR0;Métropole;08/12/2011
0434030;0434030000;0434030999;COMP;Métropole;28/09/2004
0434031;0434031000;0434031999;4CNN;Métropole;24/03/2025
0434032;0434032000;0434032999;COMP;Métropole;28/09/2004
0434033;0434033000;0434033999;COMP;Métropole;28/09/2004
0434034;0434034000;0434034999;COMP;Métropole;28/09/2004
0434035;0434035000;0434035999;COMP;Métropole;28/09/2004
0434036;0434036000;0434036999;ABEI;Métropole;29/04/2025
0434037;0434037000;0434037999;COMP;Métropole;28/09/2004
0434038;0434038000;0434038999;COMP;Métropole;28/09/2004
0434039;0434039000;0434039999;COMP;Métropole;28/09/2004
043404;0434040000;0434049999;SFR0;Métropole;08/12/2011
043405;0434050000;0434059999;SFR0;Métropole;08/12/2011
043406;0434060000;0434069999;SFR0;Métropole;08/12/2011
043407;0434070000;0434079999;SFR0;Métropole;08/12/2011
043408;0434080000;0434089999;SFR0;Métropole;08/12/2011
043409;0434090000;0434099999;MCI;Métropole;01/01/2018
043410;0434100000;0434109999;SFR0;Métropole;08/12/2011
043411;0434110000;0434119999;SFR0;Métropole;08/12/2011
043412;0434120000;0434129999;SFR0;Métropole;08/12/2011
043413;0434130000;0434139999;SFR0;Métropole;08/12/2011
043414;0434140000;0434149999;COMP;Métropole;20/12/2011
043415;0434150000;0434159999;COMP;Métropole;17/01/2012
043416;0434160000;0434169999;COMP;Métropole;17/01/2012
043417;0434170000;0434179999;COMP;Métropole;17/01/2012
043418;0434180000;0434189999;SFR0;Métropole;08/12/2011
043419;0434190000;0434199999;SFR0;Métropole;08/12/2011
0434200;0434200000;0434200999;COMP;Métropole;28/09/2004
0434201;0434201000;0434201999;COMP;Métropole;28/09/2004
0434202;0434202000;0434202999;COVE;Métropole;06/05/2025
0434203;0434203000;0434203999;COMP;Métropole;28/09/2004
0434206;0434206000;0434206999;COMP;Métropole;28/09/2004
0434209;0434209000;0434209999;COMP;Métropole;28/09/2004
043421;0434210000;0434219999;SFR0;Métropole;08/12/2011
043422;0434220000;0434229999;SFR0;Métropole;08/12/2011
043423;0434230000;0434239999;SFR0;Métropole;08/12/2011
043424;0434240000;0434249999;SFR0;Métropole;08/12/2011
043425;0434250000;0434259999;SFR0;Métropole;08/12/2011
043426;0434260000;0434269999;SFR0;Métropole;08/12/2011
043427;0434270000;0434279999;SFR0;Métropole;08/12/2011
043428;0434280000;0434289999;SFR0;Métropole;08/12/2011
043429;0434290000;0434299999;SFR0;Métropole;08/12/2011
043430;0434300000;0434309999;FREE;Métropole;08/01/2009
043431;0434310000;0434319999;FREE;Métropole;08/01/2009
043432;0434320000;0434329999;SFR0;Métropole;08/12/2011
043433;0434330000;0434339999;SFR0;Métropole;08/12/2011
043434;0434340000;0434349999;SFR0;Métropole;08/12/2011
043435;0434350000;0434359999;SFR0;Métropole;08/12/2011
043436;0434360000;0434369999;SFR0;Métropole;08/12/2011
043437;0434370000;0434379999;SFR0;Métropole;08/12/2011
043438;0434380000;0434389999;SFR0;Métropole;08/12/2011
043439;0434390000;0434399999;SFR0;Métropole;08/12/2011
043440;0434400000;0434409999;SFR0;Métropole;08/12/2011
043441;0434410000;0434419999;SFR0;Métropole;08/12/2011
043442;0434420000;0434429999;SFR0;Métropole;08/12/2011
043443;0434430000;0434439999;SFR0;Métropole;08/12/2011
043444;0434440000;0434449999;SFR0;Métropole;08/12/2011
043445;0434450000;0434459999;SFR0;Métropole;08/12/2011
043446;0434460000;0434469999;SFR0;Métropole;08/12/2011
043447;0434470000;0434479999;SFR0;Métropole;08/12/2011
0434480;0434480000;0434480999;OPEN;Métropole;23/04/2013
0434481;0434481000;0434481999;OPEN;Métropole;23/04/2013
0434482;0434482000;0434482999;OPEN;Métropole;23/04/2013
043449;0434490000;0434499999;SFR0;Métropole;08/12/2011
043450;0434500000;0434509999;COMP;Métropole;20/12/2011
043451;0434510000;0434519999;SFR0;Métropole;08/12/2011
043452;0434520000;0434529999;SFR0;Métropole;08/12/2011
043453;0434530000;0434539999;SFR0;Métropole;08/12/2011
043454;0434540000;0434549999;FREE;Métropole;08/01/2009
043455;0434550000;0434559999;COMP;Métropole;20/12/2011
043456;0434560000;0434569999;SFR0;Métropole;08/12/2011
043457;0434570000;0434579999;BOUY;Métropole;20/09/2000
043458;0434580000;0434589999;SFR0;Métropole;08/12/2011
043459;0434590000;0434599999;PAOP;Métropole;14/04/2011
043460;0434600000;0434609999;BOUY;Métropole;20/09/2000
043461;0434610000;0434619999;BOUY;Métropole;20/09/2000
043462;0434620000;0434629999;BOUY;Métropole;20/09/2000
043463;0434630000;0434639999;BOUY;Métropole;20/09/2000
043464;0434640000;0434649999;FREE;Métropole;08/01/2009
043465;0434650000;0434659999;BOUY;Métropole;20/09/2000
043466;0434660000;0434669999;BOUY;Métropole;20/09/2000
043467;0434670000;0434679999;FREE;Métropole;08/01/2009
043468;0434680000;0434689999;BOUY;Métropole;20/09/2000
043469;0434690000;0434699999;PAOP;Métropole;14/04/2011
043470;0434700000;0434709999;BOUY;Métropole;20/09/2000
0434711;0434711000;0434711999;COMP;Métropole;06/09/2005
0434713;0434713000;0434713999;COMP;Métropole;06/09/2005
0434720;0434720000;0434720999;COMP;Métropole;06/09/2005
0434730;0434730000;0434730999;COMP;Métropole;06/09/2005
043474;0434740000;0434749999;PAOP;Métropole;14/04/2011
043476;0434760000;0434769999;PAOP;Métropole;14/04/2011
043477;0434770000;0434779999;SFR0;Métropole;08/12/2011
043478;0434780000;0434789999;SFR0;Métropole;08/12/2011
043479;0434790000;0434799999;SFR0;Métropole;08/12/2011
043480;0434800000;0434809999;COMP;Métropole;20/12/2011
043481;0434810000;0434819999;SFR0;Métropole;08/12/2011
043482;0434820000;0434829999;COMP;Métropole;07/06/2005
0434841;0434841000;0434841999;COMP;Métropole;07/06/2005
0434842;0434842000;0434842999;COMP;Métropole;07/06/2005
0434843;0434843000;0434843999;COMP;Métropole;07/06/2005
0434846;0434846000;0434846999;COMP;Métropole;07/06/2005
0434847;0434847000;0434847999;COMP;Métropole;07/06/2005
0434848;0434848000;0434848999;COMP;Métropole;07/06/2005
0434849;0434849000;0434849999;COMP;Métropole;07/06/2005
0434850;0434850000;0434850999;COMP;Métropole;06/09/2005
0434851;0434851000;0434851999;COMP;Métropole;06/09/2005
0434853;0434853000;0434853999;COMP;Métropole;06/09/2005
0434855;0434855000;0434855999;COMP;Métropole;06/09/2005
0434858;0434858000;0434858999;COMP;Métropole;06/09/2005
0434859;0434859000;0434859999;COMP;Métropole;06/09/2005
0434861;0434861000;0434861999;COMP;Métropole;06/09/2005
0434862;0434862000;0434862999;COMP;Métropole;06/09/2005
0434864;0434864000;0434864999;COMP;Métropole;06/09/2005
0434865;0434865000;0434865999;COMP;Métropole;06/09/2005
0434866;0434866000;0434866999;COMP;Métropole;06/09/2005
0434869;0434869000;0434869999;COMP;Métropole;06/09/2005
0434871;0434871000;0434871999;COMP;Métropole;06/09/2005
0434873;0434873000;0434873999;COMP;Métropole;06/09/2005
0434876;0434876000;0434876999;COMP;Métropole;06/09/2005
0434877;0434877000;0434877999;COMP;Métropole;06/09/2005
0434879;0434879000;0434879999;COMP;Métropole;06/09/2005
043488;0434880000;0434889999;COMP;Métropole;10/06/2003
043489;0434890000;0434899999;SFR0;Métropole;08/12/2011
04349;0434900000;0434999999;FREE;Métropole;08/01/2009
0437;0437000000;0437999999;FRTE;Métropole;01/01/2017
0438;0438000000;0438999999;FRTE;Métropole;01/01/2017
0442;0442000000;0442999999;FRTE;Métropole;01/01/2017
04430;0443000000;0443099999;SFR0;Métropole;08/12/2011
044310;0443100000;0443109999;SFR0;Métropole;08/12/2011
044311;0443110000;0443119999;SFR0;Métropole;08/12/2011
044312;0443120000;0443129999;SFR0;Métropole;08/12/2011
044313;0443130000;0443139999;SFR0;Métropole;08/12/2011
044314;0443140000;0443149999;SFR0;Métropole;08/12/2011
044315;0443150000;0443159999;COMP;Métropole;20/12/2011
044316;0443160000;0443169999;COMP;Métropole;20/12/2011
044317;0443170000;0443179999;COMP;Métropole;20/12/2011
044318;0443180000;0443189999;COMP;Métropole;20/12/2011
044319;0443190000;0443199999;COMP;Métropole;20/12/2011
044320;0443200000;0443209999;COMP;Métropole;20/12/2011
044321;0443210000;0443219999;COMP;Métropole;20/12/2011
0443220;0443220000;0443220999;COMP;Métropole;06/07/2006
0443222;0443222000;0443222999;COMP;Métropole;06/07/2006
044323;0443230000;0443239999;SFR0;Métropole;08/12/2011
044324;0443240000;0443249999;SFR0;Métropole;08/12/2011
044325;0443250000;0443259999;SFR0;Métropole;08/12/2011
044326;0443260000;0443269999;SFR0;Métropole;08/12/2011
044327;0443270000;0443279999;SFR0;Métropole;08/12/2011
044328;0443280000;0443289999;SFR0;Métropole;08/12/2011
044329;0443290000;0443299999;SFR0;Métropole;08/12/2011
044330;0443300000;0443309999;FREE;Métropole;08/01/2009
044331;0443310000;0443319999;SFR0;Métropole;08/12/2011
044332;0443320000;0443329999;SFR0;Métropole;08/12/2011
044333;0443330000;0443339999;SFR0;Métropole;08/12/2011
044334;0443340000;0443349999;SFR0;Métropole;08/12/2011
044335;0443350000;0443359999;SFR0;Métropole;08/12/2011
044336;0443360000;0443369999;SFR0;Métropole;08/12/2011
044337;0443370000;0443379999;SFR0;Métropole;08/12/2011
044338;0443380000;0443389999;SFR0;Métropole;08/12/2011
044339;0443390000;0443399999;SFR0;Métropole;08/12/2011
044340;0443400000;0443409999;SFR0;Métropole;08/12/2011
044341;0443410000;0443419999;SFR0;Métropole;08/12/2011
044342;0443420000;0443429999;SFR0;Métropole;08/12/2011
044343;0443430000;0443439999;COMP;Métropole;21/11/2006
044344;0443440000;0443449999;SFR0;Métropole;08/12/2011
044345;0443450000;0443459999;SFR0;Métropole;08/12/2011
044346;0443460000;0443469999;SFR0;Métropole;08/12/2011
044347;0443470000;0443479999;SFR0;Métropole;08/12/2011
044348;0443480000;0443489999;SFR0;Métropole;08/12/2011
044349;0443490000;0443499999;COMP;Métropole;03/05/2007
044350;0443500000;0443509999;OVH;Métropole;02/04/2013
044351;0443510000;0443519999;SFR0;Métropole;08/12/2011
044352;0443520000;0443529999;SFR0;Métropole;08/12/2011
044353;0443530000;0443539999;SFR0;Métropole;08/12/2011
044354;0443540000;0443549999;SFR0;Métropole;08/12/2011
044355;0443550000;0443559999;SEWA;Métropole;26/11/2013
044356;0443560000;0443569999;OVH;Métropole;10/12/2013
044357;0443570000;0443579999;SFR0;Métropole;08/12/2011
044358;0443580000;0443589999;UPCF;Métropole;01/05/2014
044359;0443590000;0443599999;MCI;Métropole;01/01/2018
04436;0443600000;0443699999;MCI;Métropole;01/01/2018
044370;0443700000;0443709999;COMP;Métropole;17/01/2012
044371;0443710000;0443719999;MCI;Métropole;01/01/2018
044373;0443730000;0443739999;COMP;Métropole;17/01/2012
044375;0443750000;0443759999;MCI;Métropole;01/01/2018
044376;0443760000;0443769999;COMP;Métropole;17/01/2012
044377;0443770000;0443779999;COMP;Métropole;17/01/2012
044378;0443780000;0443789999;COMP;Métropole;06/12/2007
044379;0443790000;0443799999;COMP;Métropole;17/01/2012
044380;0443800000;0443809999;COMP;Métropole;24/01/2008
044381;0443810000;0443819999;COMP;Métropole;24/01/2008
044382;0443820000;0443829999;COMP;Métropole;17/01/2012
044383;0443830000;0443839999;FRTE;Métropole;01/07/2018
044384;0443840000;0443849999;INIT;Métropole;04/09/2008
044385;0443850000;0443859999;COMP;Métropole;20/12/2011
044386;0443860000;0443869999;RMII;Métropole;03/04/2008
044387;0443870000;0443879999;COMP;Métropole;20/12/2011
044388;0443880000;0443889999;BOUY;Métropole;13/03/2008
044389;0443890000;0443899999;BOUY;Métropole;13/03/2008
04439;0443900000;0443999999;BOUY;Métropole;13/03/2008
044400;0444000000;0444009999;RMII;Métropole;23/12/2014
044401;0444010000;0444019999;RMII;Métropole;23/12/2014
044402;0444020000;0444029999;RMII;Métropole;23/12/2014
0444030;0444030000;0444030999;LEGO;Métropole;06/03/2012
0444031;0444031000;0444031999;LEGO;Métropole;06/03/2012
0444040;0444040000;0444040999;LEGO;Métropole;06/03/2012
0444041;0444041000;0444041999;LEGO;Métropole;06/03/2012
044405;0444050000;0444059999;OVH;Métropole;10/04/2012
044406;0444060000;0444069999;ALNI;Métropole;22/10/2015
0444070;0444070000;0444070999;ODIG;Métropole;07/03/2022
0444080;0444080000;0444080999;BJTP;Métropole;23/03/2022
0444084;0444084000;0444084999;BJTP;Métropole;23/03/2022
0444085;0444085000;0444085999;BJTP;Métropole;23/03/2022
0444088;0444088000;0444088999;BJTP;Métropole;23/03/2022
0444089;0444089000;0444089999;VOYY;Métropole;27/11/2024
0444090;0444090000;0444090999;AIRC;Métropole;19/04/2022
0444091;0444091000;0444091999;AIRC;Métropole;19/04/2022
0444092;0444092000;0444092999;AIRC;Métropole;19/04/2022
0444093;0444093000;0444093999;AIRC;Métropole;19/04/2022
0444094;0444094000;0444094999;AIRC;Métropole;19/04/2022
0444380;0444380000;0444380999;PJT3;Métropole;10/08/2017
0444390;0444390000;0444390999;PJT3;Métropole;10/08/2017
0444420;0444420000;0444420999;PJT3;Métropole;10/08/2017
044443;0444430000;0444439999;PHON;Métropole;06/03/2012
044444;0444440000;0444449999;PHON;Métropole;25/09/2008
0444450;0444450000;0444450999;LEGO;Métropole;09/09/2015
0444460;0444460000;0444460999;LEGO;Métropole;05/05/2016
0444470;0444470000;0444470999;OPEN;Métropole;02/11/2016
0444490;0444490000;0444490999;PJT3;Métropole;10/08/2017
0444500;0444500000;0444500999;PJT3;Métropole;10/08/2017
0444510;0444510000;0444510999;PJT3;Métropole;10/08/2017
0444520;0444520000;0444520999;PJT3;Métropole;10/08/2017
0444530;0444530000;0444530999;PJT3;Métropole;10/08/2017
044454;0444540000;0444549999;MWSP;Métropole;27/05/2014
044488;0444880000;0444889999;VOXB;Métropole;01/07/2010
044489;0444890000;0444899999;DIDW;Métropole;13/04/2017
044800;0448000000;0448009999;ODIG;Métropole;01/02/2019
0448010;0448010000;0448010999;LEGO;Métropole;06/12/2011
044802;0448020000;0448029999;ODIG;Métropole;01/02/2019
044803;0448030000;0448039999;ODIG;Métropole;01/02/2019
044804;0448040000;0448049999;CELY;Métropole;29/06/2017
0448050;0448050000;0448050999;LEGO;Métropole;06/03/2012
0448051;0448051000;0448051999;LEGO;Métropole;06/03/2012
044806;0448060000;0448069999;OVH;Métropole;10/04/2012
044807;0448070000;0448079999;OVH;Métropole;10/04/2012
044808;0448080000;0448089999;SFR0;Métropole;19/06/2012
044809;0448090000;0448099999;FRTE;Métropole;01/07/2018
044810;0448100000;0448109999;FRTE;Métropole;01/07/2018
044811;0448110000;0448119999;FRTE;Métropole;01/07/2018
044812;0448120000;0448129999;FRTE;Métropole;01/07/2018
044813;0448130000;0448139999;FRTE;Métropole;01/07/2018
044814;0448140000;0448149999;OVH;Métropole;02/04/2013
044815;0448150000;0448159999;OVH;Métropole;02/04/2013
044816;0448160000;0448169999;OVH;Métropole;02/04/2013
044817;0448170000;0448179999;SFR0;Métropole;25/06/2013
